memid,facid,no_of_slots_booked,starttime
9,4,2,14-09-2012 12:00:00
0,4,2,14-09-2012 13:00:00
13,4,4,14-09-2012 14:00:00
0,4,2,14-09-2012 16:00:00
6,4,2,14-09-2012 18:00:00
20,4,2,14-09-2012 19:00:00
15,5,2,14-09-2012 09:30:00
0,5,4,14-09-2012 11:00:00
12,6,2,14-09-2012 08:30:00
0,6,4,14-09-2012 09:30:00
0,6,2,14-09-2012 12:30:00
16,6,2,14-09-2012 14:00:00
0,6,2,14-09-2012 15:00:00
12,6,2,14-09-2012 16:00:00
17,6,2,14-09-2012 17:30:00
10,7,2,14-09-2012 08:30:00
24,7,2,14-09-2012 12:00:00
9,7,2,14-09-2012 13:30:00
21,7,2,14-09-2012 16:30:00
24,7,2,14-09-2012 18:00:00
3,8,1,14-09-2012 08:00:00
16,8,1,14-09-2012 08:30:00
2,8,1,14-09-2012 09:00:00
21,8,1,14-09-2012 09:30:00
3,8,1,14-09-2012 10:00:00
9,8,1,14-09-2012 10:30:00
3,8,2,14-09-2012 11:00:00
20,8,1,14-09-2012 12:00:00
21,8,1,14-09-2012 13:00:00
16,8,1,14-09-2012 13:30:00
24,8,1,14-09-2012 14:00:00
20,8,1,14-09-2012 15:00:00
22,8,1,14-09-2012 15:30:00
16,8,1,14-09-2012 16:00:00
3,8,1,14-09-2012 16:30:00
15,8,1,14-09-2012 17:00:00
16,8,2,14-09-2012 17:30:00
11,8,1,14-09-2012 19:00:00
2,8,1,14-09-2012 19:30:00
0,0,12,15-09-2012 08:00:00
11,0,3,15-09-2012 14:00:00
7,0,3,15-09-2012 16:30:00
17,0,3,15-09-2012 18:00:00
10,1,3,15-09-2012 08:00:00
11,1,3,15-09-2012 10:00:00
24,1,6,15-09-2012 13:00:00
12,1,3,15-09-2012 16:00:00
0,2,3,15-09-2012 08:00:00
1,2,3,15-09-2012 10:30:00
0,2,3,15-09-2012 12:00:00
14,2,3,15-09-2012 13:30:00
26,2,3,15-09-2012 15:30:00
0,2,3,15-09-2012 17:30:00
1,3,2,15-09-2012 08:00:00
14,3,2,15-09-2012 09:30:00
22,3,2,15-09-2012 10:30:00
21,3,2,15-09-2012 11:30:00
20,3,2,15-09-2012 12:30:00
3,3,2,15-09-2012 14:30:00
11,3,2,15-09-2012 15:30:00
0,3,2,15-09-2012 17:30:00
11,3,2,15-09-2012 19:30:00
13,4,2,15-09-2012 08:00:00
0,4,2,15-09-2012 09:00:00
17,4,2,15-09-2012 10:00:00
3,4,2,15-09-2012 11:00:00
0,4,8,15-09-2012 12:00:00
24,4,2,15-09-2012 16:00:00
16,4,4,15-09-2012 17:00:00
14,4,2,15-09-2012 19:00:00
0,5,2,15-09-2012 12:30:00
0,6,2,15-09-2012 08:00:00
0,6,4,15-09-2012 09:30:00
11,6,2,15-09-2012 11:30:00
22,6,2,15-09-2012 12:30:00
12,6,2,15-09-2012 14:00:00
1,6,2,15-09-2012 15:00:00
4,6,2,15-09-2012 16:00:00
15,6,2,15-09-2012 17:30:00
0,6,4,15-09-2012 18:30:00
17,7,2,15-09-2012 08:30:00
2,7,2,15-09-2012 09:30:00
8,7,2,15-09-2012 10:30:00
15,7,2,15-09-2012 13:00:00
22,7,2,15-09-2012 14:00:00
13,7,2,15-09-2012 15:00:00
10,7,2,15-09-2012 16:00:00
13,7,2,15-09-2012 19:30:00
21,8,1,15-09-2012 08:00:00
16,8,1,15-09-2012 08:30:00
15,8,1,15-09-2012 09:00:00
16,8,1,15-09-2012 09:30:00
15,8,1,15-09-2012 10:30:00
16,8,2,15-09-2012 11:00:00
3,8,1,15-09-2012 12:00:00
21,8,2,15-09-2012 12:30:00
6,8,1,15-09-2012 13:30:00
15,8,1,15-09-2012 15:00:00
6,8,1,15-09-2012 15:30:00
21,8,1,15-09-2012 16:30:00
21,8,1,15-09-2012 19:00:00
3,8,1,15-09-2012 19:30:00
0,0,9,16-09-2012 08:00:00
11,0,3,16-09-2012 12:30:00
6,0,3,16-09-2012 14:00:00
0,0,3,16-09-2012 15:30:00
24,0,3,16-09-2012 17:00:00
10,0,3,16-09-2012 18:30:00
8,1,3,16-09-2012 08:00:00
0,1,6,16-09-2012 09:30:00
16,1,3,16-09-2012 12:30:00
8,1,3,16-09-2012 14:00:00
12,1,3,16-09-2012 15:30:00
0,1,6,16-09-2012 17:30:00
2,2,3,16-09-2012 08:30:00
1,2,3,16-09-2012 10:30:00
12,2,3,16-09-2012 12:00:00
21,2,3,16-09-2012 13:30:00
7,2,3,16-09-2012 15:30:00
21,2,3,16-09-2012 17:00:00
21,2,3,16-09-2012 19:00:00
1,3,2,16-09-2012 09:00:00
14,3,2,16-09-2012 10:00:00
0,3,2,16-09-2012 13:00:00
22,3,2,16-09-2012 16:30:00
16,3,2,16-09-2012 17:30:00
15,3,2,16-09-2012 18:30:00
1,4,2,16-09-2012 08:00:00
0,4,2,16-09-2012 09:00:00
8,4,4,16-09-2012 10:00:00
13,4,4,16-09-2012 12:00:00
3,4,4,16-09-2012 14:00:00
0,4,2,16-09-2012 16:00:00
0,4,4,16-09-2012 17:30:00
14,4,2,16-09-2012 19:30:00
22,5,2,16-09-2012 08:30:00
11,6,2,16-09-2012 08:00:00
0,6,2,16-09-2012 09:00:00
12,6,2,16-09-2012 10:30:00
2,6,2,16-09-2012 12:00:00
10,6,2,16-09-2012 13:30:00
0,6,4,16-09-2012 14:30:00
0,6,6,16-09-2012 17:30:00
10,7,2,16-09-2012 08:30:00
10,7,2,16-09-2012 10:30:00
9,7,2,16-09-2012 11:30:00
15,7,2,16-09-2012 12:30:00
13,7,2,16-09-2012 14:00:00
8,7,2,16-09-2012 15:30:00
27,7,2,16-09-2012 16:30:00
27,7,2,16-09-2012 19:00:00
21,8,1,16-09-2012 09:30:00
3,8,2,16-09-2012 10:30:00
21,8,1,16-09-2012 12:00:00
27,8,1,16-09-2012 13:30:00
16,8,1,16-09-2012 14:30:00
21,8,1,16-09-2012 15:00:00
27,8,1,16-09-2012 15:30:00
16,8,1,16-09-2012 16:30:00
3,8,1,16-09-2012 17:00:00
3,8,1,16-09-2012 18:00:00
2,8,1,16-09-2012 19:00:00
3,8,1,16-09-2012 20:00:00
22,0,3,17-09-2012 08:00:00
0,0,3,17-09-2012 09:30:00
13,0,3,17-09-2012 11:00:00
7,0,3,17-09-2012 14:00:00
0,0,3,17-09-2012 16:30:00
26,0,3,17-09-2012 18:00:00
8,1,3,17-09-2012 08:30:00
9,1,3,17-09-2012 10:00:00
0,1,3,17-09-2012 11:30:00
0,1,3,17-09-2012 13:30:00
8,1,3,17-09-2012 16:00:00
9,1,3,17-09-2012 17:30:00
8,1,3,17-09-2012 19:00:00
5,2,3,17-09-2012 08:30:00
12,2,3,17-09-2012 10:00:00
21,2,3,17-09-2012 12:00:00
12,2,3,17-09-2012 13:30:00
0,2,3,17-09-2012 15:00:00
1,2,3,17-09-2012 18:00:00
21,3,2,17-09-2012 08:30:00
22,3,4,17-09-2012 09:30:00
15,3,2,17-09-2012 12:00:00
22,3,2,17-09-2012 14:00:00
16,3,2,17-09-2012 16:30:00
13,3,2,17-09-2012 17:30:00
3,3,2,17-09-2012 18:30:00
7,4,2,17-09-2012 08:00:00
0,4,2,17-09-2012 09:30:00
0,4,4,17-09-2012 11:00:00
10,4,2,17-09-2012 13:00:00
20,4,2,17-09-2012 14:30:00
16,4,2,17-09-2012 15:30:00
0,4,2,17-09-2012 16:30:00
5,4,2,17-09-2012 17:30:00
14,4,2,17-09-2012 18:30:00
0,4,2,17-09-2012 19:30:00
0,5,2,17-09-2012 12:00:00
24,5,2,17-09-2012 15:00:00
0,6,4,17-09-2012 08:00:00
0,6,4,17-09-2012 10:30:00
5,6,2,17-09-2012 12:30:00
0,6,2,17-09-2012 13:30:00
0,6,8,17-09-2012 15:00:00
10,7,2,17-09-2012 08:00:00
21,7,2,17-09-2012 10:00:00
17,7,2,17-09-2012 11:00:00
15,7,2,17-09-2012 14:00:00
0,7,2,17-09-2012 15:00:00
22,7,2,17-09-2012 16:30:00
20,7,2,17-09-2012 18:30:00
1,7,2,17-09-2012 19:30:00
15,8,1,17-09-2012 09:30:00
16,8,1,17-09-2012 11:00:00
0,8,1,17-09-2012 12:00:00
8,8,1,17-09-2012 12:30:00
1,8,1,17-09-2012 13:30:00
11,8,1,17-09-2012 14:00:00
3,8,1,17-09-2012 15:00:00
1,8,1,17-09-2012 15:30:00
2,8,1,17-09-2012 16:00:00
21,8,1,17-09-2012 16:30:00
3,8,1,17-09-2012 17:00:00
21,8,1,17-09-2012 17:30:00
21,8,1,17-09-2012 19:00:00
2,8,1,17-09-2012 20:00:00
28,0,3,18-09-2012 09:00:00
6,0,3,18-09-2012 10:30:00
11,0,3,18-09-2012 12:00:00
16,0,3,18-09-2012 13:30:00
5,0,3,18-09-2012 16:00:00
28,0,3,18-09-2012 17:30:00
14,0,3,18-09-2012 19:00:00
10,1,3,18-09-2012 08:00:00
12,1,6,18-09-2012 09:30:00
0,1,3,18-09-2012 13:30:00
11,1,3,18-09-2012 16:00:00
10,1,3,18-09-2012 18:00:00
16,2,3,18-09-2012 08:00:00
21,2,3,18-09-2012 10:00:00
21,2,3,18-09-2012 13:00:00
1,2,3,18-09-2012 14:30:00
24,2,3,18-09-2012 16:00:00
13,2,3,18-09-2012 17:30:00
3,3,4,18-09-2012 08:00:00
20,3,2,18-09-2012 10:00:00
13,3,2,18-09-2012 11:30:00
3,3,4,18-09-2012 13:00:00
21,3,2,18-09-2012 17:00:00
15,3,2,18-09-2012 18:00:00
3,3,2,18-09-2012 19:30:00
5,4,2,18-09-2012 08:30:00
0,4,2,18-09-2012 09:30:00
13,4,2,18-09-2012 10:30:00
1,4,2,18-09-2012 11:30:00
13,4,2,18-09-2012 12:30:00
0,4,2,18-09-2012 15:00:00
13,4,2,18-09-2012 16:00:00
0,4,2,18-09-2012 17:00:00
4,4,2,18-09-2012 18:00:00
0,4,2,18-09-2012 19:00:00
0,5,2,18-09-2012 08:30:00
0,5,2,18-09-2012 18:00:00
0,6,2,18-09-2012 08:30:00
9,6,2,18-09-2012 09:30:00
0,6,2,18-09-2012 11:00:00
8,6,2,18-09-2012 14:00:00
0,6,6,18-09-2012 15:00:00
0,6,4,18-09-2012 18:30:00
7,7,2,18-09-2012 10:00:00
0,7,2,18-09-2012 11:00:00
27,7,2,18-09-2012 16:00:00
8,7,2,18-09-2012 18:00:00
21,8,1,18-09-2012 08:30:00
15,8,1,18-09-2012 10:00:00
0,8,1,18-09-2012 10:30:00
7,8,1,18-09-2012 11:00:00
3,8,1,18-09-2012 12:00:00
28,8,1,18-09-2012 13:30:00
15,8,1,18-09-2012 14:00:00
4,8,1,18-09-2012 14:30:00
24,8,1,18-09-2012 15:30:00
3,8,1,18-09-2012 16:00:00
21,8,1,18-09-2012 16:30:00
9,8,1,18-09-2012 17:00:00
0,8,1,18-09-2012 17:30:00
3,8,1,18-09-2012 18:00:00
0,8,1,18-09-2012 19:00:00
28,8,1,18-09-2012 20:00:00
16,0,3,19-09-2012 08:00:00
28,0,3,19-09-2012 09:30:00
0,0,6,19-09-2012 11:00:00
28,0,3,19-09-2012 15:00:00
24,0,3,19-09-2012 16:30:00
14,0,3,19-09-2012 18:00:00
0,1,3,19-09-2012 09:30:00
1,1,3,19-09-2012 11:00:00
0,1,3,19-09-2012 13:00:00
4,1,3,19-09-2012 16:00:00
10,1,3,19-09-2012 18:00:00
1,2,3,19-09-2012 08:00:00
16,2,3,19-09-2012 10:00:00
9,2,3,19-09-2012 11:30:00
21,2,3,19-09-2012 13:00:00
29,2,3,19-09-2012 14:30:00
30,2,3,19-09-2012 17:00:00
22,3,2,19-09-2012 08:00:00
15,3,2,19-09-2012 09:30:00
3,3,2,19-09-2012 10:30:00
3,3,2,19-09-2012 12:00:00
2,3,2,19-09-2012 13:00:00
1,3,2,19-09-2012 16:00:00
21,3,2,19-09-2012 19:00:00
20,4,2,19-09-2012 08:00:00
5,4,2,19-09-2012 09:00:00
0,4,4,19-09-2012 10:00:00
5,4,2,19-09-2012 12:00:00
0,4,6,19-09-2012 13:30:00
16,4,2,19-09-2012 17:00:00
0,4,2,19-09-2012 18:00:00
13,4,2,19-09-2012 19:00:00
10,5,2,19-09-2012 10:30:00
7,5,2,19-09-2012 12:30:00
0,5,2,19-09-2012 13:30:00
0,5,2,19-09-2012 15:30:00
0,5,2,19-09-2012 19:30:00
0,6,2,19-09-2012 08:00:00
8,6,2,19-09-2012 09:00:00
14,6,4,19-09-2012 10:00:00
0,6,2,19-09-2012 12:30:00
12,6,2,19-09-2012 13:30:00
0,6,2,19-09-2012 15:00:00
12,6,2,19-09-2012 16:30:00
4,6,2,19-09-2012 17:30:00
10,7,2,19-09-2012 08:00:00
27,7,2,19-09-2012 09:30:00
15,7,2,19-09-2012 10:30:00
4,7,4,19-09-2012 13:00:00
27,7,2,19-09-2012 15:00:00
15,7,2,19-09-2012 16:30:00
6,7,2,19-09-2012 18:00:00
21,8,1,19-09-2012 08:00:00
3,8,2,19-09-2012 08:30:00
29,8,1,19-09-2012 09:30:00
3,8,1,19-09-2012 10:00:00
12,8,1,19-09-2012 10:30:00
30,8,1,19-09-2012 11:30:00
28,8,1,19-09-2012 12:00:00
29,8,1,19-09-2012 12:30:00
24,8,1,19-09-2012 13:30:00
29,8,1,19-09-2012 14:00:00
16,8,2,19-09-2012 14:30:00
22,8,1,19-09-2012 17:30:00
29,8,1,19-09-2012 18:00:00
3,8,1,19-09-2012 18:30:00
8,8,1,19-09-2012 19:00:00
15,8,1,19-09-2012 19:30:00
14,0,3,20-09-2012 08:00:00
0,0,6,20-09-2012 09:30:00
0,0,3,20-09-2012 13:00:00
17,0,3,20-09-2012 15:30:00
26,0,3,20-09-2012 17:00:00
5,0,3,20-09-2012 18:30:00
11,1,3,20-09-2012 08:30:00
10,1,3,20-09-2012 10:30:00
30,1,3,20-09-2012 12:30:00
10,1,3,20-09-2012 14:00:00
9,1,3,20-09-2012 16:00:00
0,1,3,20-09-2012 17:30:00
24,1,3,20-09-2012 19:00:00
21,2,6,20-09-2012 08:00:00
0,2,3,20-09-2012 11:00:00
14,2,3,20-09-2012 12:30:00
1,2,3,20-09-2012 14:00:00
2,2,3,20-09-2012 15:30:00
14,2,3,20-09-2012 17:30:00
1,3,2,20-09-2012 09:30:00
21,3,2,20-09-2012 15:00:00
30,3,4,20-09-2012 18:30:00
0,4,2,20-09-2012 08:00:00
14,4,2,20-09-2012 09:30:00
0,4,4,20-09-2012 10:30:00
3,4,4,20-09-2012 12:30:00
0,4,2,20-09-2012 15:00:00
0,4,2,20-09-2012 16:30:00
20,4,2,20-09-2012 18:00:00
8,4,2,20-09-2012 19:30:00
0,5,2,20-09-2012 11:00:00
0,5,2,20-09-2012 13:30:00
0,5,2,20-09-2012 16:30:00
0,5,2,20-09-2012 18:30:00
6,6,2,20-09-2012 08:00:00
0,6,6,20-09-2012 09:30:00
0,6,2,20-09-2012 14:00:00
28,6,2,20-09-2012 15:30:00
0,7,2,20-09-2012 08:30:00
24,7,2,20-09-2012 09:30:00
9,7,2,20-09-2012 13:00:00
8,7,2,20-09-2012 14:00:00
4,7,2,20-09-2012 15:00:00
22,7,2,20-09-2012 16:00:00
15,7,2,20-09-2012 17:30:00
8,7,2,20-09-2012 18:30:00
33,7,2,20-09-2012 19:30:00
33,8,1,20-09-2012 08:00:00
24,8,1,20-09-2012 08:30:00
20,8,1,20-09-2012 09:00:00
3,8,1,20-09-2012 10:00:00
20,8,1,20-09-2012 10:30:00
24,8,1,20-09-2012 11:00:00
28,8,1,20-09-2012 11:30:00
3,8,1,20-09-2012 12:00:00
33,8,1,20-09-2012 12:30:00
16,8,1,20-09-2012 13:00:00
21,8,1,20-09-2012 13:30:00
28,8,1,20-09-2012 14:00:00
3,8,1,20-09-2012 16:00:00
0,8,2,20-09-2012 19:00:00
16,8,1,20-09-2012 20:00:00
26,0,3,21-09-2012 08:00:00
11,0,3,21-09-2012 09:30:00
22,0,3,21-09-2012 12:00:00
16,0,3,21-09-2012 13:30:00
5,0,3,21-09-2012 15:30:00
17,0,6,21-09-2012 17:00:00
12,1,3,21-09-2012 08:00:00
16,1,3,21-09-2012 10:00:00
1,1,3,21-09-2012 11:30:00
9,1,3,21-09-2012 14:00:00
10,1,3,21-09-2012 16:00:00
27,1,3,21-09-2012 18:00:00
9,2,3,21-09-2012 09:00:00
21,2,3,21-09-2012 10:30:00
9,2,3,21-09-2012 12:00:00
0,2,6,21-09-2012 14:00:00
29,3,2,21-09-2012 09:00:00
30,3,2,21-09-2012 10:00:00
2,3,2,21-09-2012 11:00:00
20,3,2,21-09-2012 13:00:00
21,3,2,21-09-2012 14:00:00
4,3,2,21-09-2012 15:30:00
30,3,2,21-09-2012 16:30:00
29,3,2,21-09-2012 18:30:00
1,3,2,21-09-2012 19:30:00
16,4,2,21-09-2012 08:30:00
14,4,2,21-09-2012 09:30:00
0,4,2,21-09-2012 10:30:00
8,4,2,21-09-2012 11:30:00
0,4,2,21-09-2012 13:00:00
14,4,2,21-09-2012 14:30:00
0,4,2,21-09-2012 15:30:00
9,4,2,21-09-2012 16:30:00
1,4,2,21-09-2012 17:30:00
3,4,2,21-09-2012 18:30:00
20,4,2,21-09-2012 19:30:00
15,5,2,21-09-2012 12:00:00
0,5,2,21-09-2012 17:30:00
0,6,2,21-09-2012 09:30:00
13,6,2,21-09-2012 10:30:00
0,6,4,21-09-2012 11:30:00
0,6,2,21-09-2012 14:00:00
12,6,2,21-09-2012 15:30:00
12,6,2,21-09-2012 17:30:00
14,6,4,21-09-2012 18:30:00
21,7,2,21-09-2012 08:30:00
5,7,2,21-09-2012 09:30:00
10,7,2,21-09-2012 11:30:00
24,7,2,21-09-2012 13:00:00
4,7,2,21-09-2012 14:30:00
24,7,2,21-09-2012 16:00:00
13,7,2,21-09-2012 17:00:00
5,7,2,21-09-2012 19:00:00
33,8,2,21-09-2012 08:30:00
21,8,2,21-09-2012 09:30:00
28,8,1,21-09-2012 10:30:00
3,8,1,21-09-2012 11:00:00
29,8,1,21-09-2012 12:30:00
12,8,1,21-09-2012 13:00:00
28,8,1,21-09-2012 14:00:00
29,8,1,21-09-2012 14:30:00
6,8,1,21-09-2012 15:00:00
3,8,1,21-09-2012 16:00:00
15,8,1,21-09-2012 16:30:00
8,8,1,21-09-2012 17:00:00
29,8,1,21-09-2012 18:00:00
33,8,1,21-09-2012 18:30:00
30,8,1,21-09-2012 19:00:00
3,8,1,21-09-2012 19:30:00
0,0,3,22-09-2012 08:30:00
11,0,6,22-09-2012 10:00:00
0,0,3,22-09-2012 13:00:00
6,0,3,22-09-2012 15:00:00
14,0,3,22-09-2012 16:30:00
10,0,3,22-09-2012 18:00:00
5,1,3,22-09-2012 09:00:00
10,1,3,22-09-2012 11:00:00
8,1,3,22-09-2012 12:30:00
15,1,3,22-09-2012 14:00:00
12,1,3,22-09-2012 16:00:00
0,1,3,22-09-2012 17:30:00
24,2,3,22-09-2012 08:00:00
0,2,3,22-09-2012 09:30:00
1,2,3,22-09-2012 11:30:00
2,2,3,22-09-2012 13:30:00
1,2,3,22-09-2012 15:30:00
24,2,3,22-09-2012 17:00:00
29,3,2,22-09-2012 08:30:00
20,3,2,22-09-2012 11:00:00
21,3,2,22-09-2012 13:00:00
30,3,2,22-09-2012 16:30:00
22,3,4,22-09-2012 18:30:00
0,4,2,22-09-2012 08:00:00
14,4,2,22-09-2012 09:00:00
7,4,2,22-09-2012 10:00:00
0,4,2,22-09-2012 11:00:00
24,4,2,22-09-2012 12:00:00
0,4,2,22-09-2012 13:00:00
16,4,2,22-09-2012 14:00:00
0,4,8,22-09-2012 15:00:00
2,4,2,22-09-2012 19:00:00
0,5,2,22-09-2012 12:30:00
6,6,2,22-09-2012 09:00:00
0,6,2,22-09-2012 10:30:00
4,6,2,22-09-2012 11:30:00
12,6,2,22-09-2012 12:30:00
0,6,2,22-09-2012 13:30:00
8,6,2,22-09-2012 14:30:00
0,6,4,22-09-2012 15:30:00
12,6,2,22-09-2012 17:30:00
10,7,2,22-09-2012 08:00:00
4,7,2,22-09-2012 09:30:00
27,7,2,22-09-2012 11:00:00
4,7,2,22-09-2012 13:00:00
30,7,2,22-09-2012 15:00:00
33,7,2,22-09-2012 16:00:00
17,7,2,22-09-2012 18:00:00
27,7,2,22-09-2012 19:00:00
22,8,1,22-09-2012 08:00:00
28,8,1,22-09-2012 08:30:00
17,8,1,22-09-2012 09:30:00
21,8,1,22-09-2012 10:00:00
21,8,1,22-09-2012 11:30:00
22,8,1,22-09-2012 12:00:00
29,8,1,22-09-2012 13:30:00
24,8,1,22-09-2012 15:30:00
3,8,1,22-09-2012 16:30:00
28,8,1,22-09-2012 17:00:00
3,8,2,22-09-2012 18:30:00
21,8,1,22-09-2012 19:30:00
11,8,1,22-09-2012 20:00:00
7,0,3,23-09-2012 08:00:00
10,0,3,23-09-2012 09:30:00
15,0,3,23-09-2012 11:00:00
26,0,3,23-09-2012 12:30:00
35,0,3,23-09-2012 14:00:00
2,0,3,23-09-2012 16:30:00
17,0,3,23-09-2012 18:00:00
0,1,3,23-09-2012 08:30:00
24,1,3,23-09-2012 10:30:00
8,1,3,23-09-2012 12:00:00
24,1,3,23-09-2012 13:30:00
15,1,3,23-09-2012 15:00:00
35,1,3,23-09-2012 16:30:00
0,1,3,23-09-2012 18:00:00
1,2,3,23-09-2012 08:00:00
1,2,3,23-09-2012 11:00:00
16,2,3,23-09-2012 12:30:00
29,2,3,23-09-2012 14:00:00
9,2,3,23-09-2012 15:30:00
7,2,3,23-09-2012 17:00:00
3,3,2,23-09-2012 08:00:00
22,3,2,23-09-2012 09:30:00
3,3,2,23-09-2012 10:30:00
22,3,2,23-09-2012 12:30:00
15,3,2,23-09-2012 13:30:00
22,3,2,23-09-2012 15:00:00
3,3,2,23-09-2012 16:00:00
22,3,2,23-09-2012 17:30:00
10,3,2,23-09-2012 19:00:00
11,4,2,23-09-2012 08:00:00
16,4,2,23-09-2012 09:30:00
9,4,2,23-09-2012 10:30:00
0,4,2,23-09-2012 11:30:00
6,4,2,23-09-2012 12:30:00
13,4,4,23-09-2012 13:30:00
22,4,2,23-09-2012 16:00:00
0,4,2,23-09-2012 17:00:00
11,4,2,23-09-2012 18:00:00
1,4,2,23-09-2012 19:00:00
0,5,2,23-09-2012 15:00:00
0,6,4,23-09-2012 08:00:00
0,6,2,23-09-2012 10:30:00
0,6,2,23-09-2012 12:00:00
0,6,6,23-09-2012 13:30:00
12,6,2,23-09-2012 16:30:00
15,6,2,23-09-2012 17:30:00
0,6,2,23-09-2012 19:00:00
8,7,2,23-09-2012 09:00:00
17,7,2,23-09-2012 10:00:00
9,7,2,23-09-2012 11:30:00
27,7,2,23-09-2012 15:00:00
15,7,2,23-09-2012 16:30:00
14,7,2,23-09-2012 17:30:00
0,7,2,23-09-2012 19:00:00
33,8,1,23-09-2012 08:00:00
28,8,1,23-09-2012 08:30:00
0,8,1,23-09-2012 09:00:00
3,8,1,23-09-2012 09:30:00
0,8,1,23-09-2012 10:00:00
29,8,1,23-09-2012 10:30:00
3,8,1,23-09-2012 11:30:00
30,8,1,23-09-2012 12:00:00
21,8,2,23-09-2012 13:00:00
0,8,1,23-09-2012 15:00:00
16,8,1,23-09-2012 15:30:00
13,8,1,23-09-2012 16:00:00
6,8,1,23-09-2012 16:30:00
29,8,1,23-09-2012 17:00:00
28,8,1,23-09-2012 17:30:00
6,8,1,23-09-2012 18:00:00
28,8,1,23-09-2012 19:00:00
29,8,1,23-09-2012 19:30:00
0,0,9,24-09-2012 08:00:00
35,0,3,24-09-2012 12:30:00
0,0,3,24-09-2012 14:00:00
14,0,6,24-09-2012 15:30:00
11,0,3,24-09-2012 18:30:00
28,1,3,24-09-2012 08:00:00
10,1,3,24-09-2012 09:30:00
10,1,6,24-09-2012 12:00:00
16,1,3,24-09-2012 15:00:00
0,1,3,24-09-2012 16:30:00
24,1,3,24-09-2012 19:00:00
21,2,3,24-09-2012 08:00:00
0,2,3,24-09-2012 09:30:00
1,2,3,24-09-2012 11:30:00
3,2,3,24-09-2012 13:00:00
12,2,3,24-09-2012 14:30:00
7,2,3,24-09-2012 16:30:00
3,2,3,24-09-2012 18:00:00
0,3,2,24-09-2012 08:00:00
21,3,2,24-09-2012 09:30:00
16,3,2,24-09-2012 12:00:00
15,3,2,24-09-2012 13:00:00
2,3,2,24-09-2012 14:30:00
20,3,2,24-09-2012 15:30:00
22,3,2,24-09-2012 17:00:00
16,3,2,24-09-2012 18:00:00
0,3,2,24-09-2012 19:00:00
11,4,2,24-09-2012 08:00:00
14,4,2,24-09-2012 09:00:00
0,4,2,24-09-2012 10:30:00
0,4,2,24-09-2012 12:00:00
20,4,2,24-09-2012 13:00:00
0,4,2,24-09-2012 14:00:00
8,4,2,24-09-2012 15:00:00
6,4,2,24-09-2012 16:00:00
8,4,2,24-09-2012 17:00:00
35,4,2,24-09-2012 18:00:00
0,4,2,24-09-2012 19:00:00
14,5,2,24-09-2012 11:00:00
0,5,2,24-09-2012 14:00:00
0,6,2,24-09-2012 08:00:00
9,6,2,24-09-2012 09:30:00
0,6,2,24-09-2012 10:30:00
0,6,4,24-09-2012 12:00:00
14,6,2,24-09-2012 14:00:00
0,6,4,24-09-2012 15:00:00
12,6,2,24-09-2012 17:00:00
33,6,2,24-09-2012 18:00:00
17,6,2,24-09-2012 19:00:00
24,7,2,24-09-2012 08:30:00
22,7,2,24-09-2012 13:00:00
9,7,2,24-09-2012 14:30:00
17,7,2,24-09-2012 15:30:00
28,7,2,24-09-2012 16:30:00
10,7,2,24-09-2012 17:30:00
8,7,2,24-09-2012 19:00:00
0,8,1,24-09-2012 08:00:00
29,8,1,24-09-2012 08:30:00
0,8,1,24-09-2012 09:00:00
3,8,2,24-09-2012 09:30:00
8,8,1,24-09-2012 10:30:00
0,8,1,24-09-2012 12:00:00
28,8,1,24-09-2012 12:30:00
21,8,1,24-09-2012 13:30:00
2,8,1,24-09-2012 14:00:00
3,8,1,24-09-2012 14:30:00
2,8,1,24-09-2012 16:00:00
22,8,1,24-09-2012 16:30:00
0,8,1,24-09-2012 17:00:00
29,8,1,24-09-2012 17:30:00
16,8,1,24-09-2012 19:00:00
29,8,1,24-09-2012 19:30:00
12,0,3,25-09-2012 08:00:00
2,0,6,25-09-2012 09:30:00
16,0,3,25-09-2012 13:00:00
0,0,6,25-09-2012 15:00:00
11,0,3,25-09-2012 18:00:00
9,1,3,25-09-2012 08:00:00
12,1,3,25-09-2012 10:00:00
0,1,3,25-09-2012 11:30:00
12,1,3,25-09-2012 13:00:00
11,1,3,25-09-2012 14:30:00
35,1,3,25-09-2012 16:30:00
0,1,3,25-09-2012 18:30:00
29,2,6,25-09-2012 08:00:00
11,2,3,25-09-2012 11:30:00
13,2,3,25-09-2012 14:30:00
0,2,3,25-09-2012 16:00:00
33,2,3,25-09-2012 17:30:00
20,3,2,25-09-2012 08:00:00
17,3,2,25-09-2012 11:00:00
22,3,2,25-09-2012 12:30:00
35,3,2,25-09-2012 13:30:00
20,3,2,25-09-2012 17:30:00
17,3,2,25-09-2012 19:00:00
8,4,2,25-09-2012 08:00:00
20,4,2,25-09-2012 09:00:00
14,4,2,25-09-2012 10:00:00
0,4,4,25-09-2012 11:30:00
8,4,2,25-09-2012 13:30:00
3,4,2,25-09-2012 14:30:00
0,4,2,25-09-2012 15:30:00
20,4,2,25-09-2012 16:30:00
4,4,2,25-09-2012 17:30:00
6,4,2,25-09-2012 18:30:00
3,4,2,25-09-2012 19:30:00
0,5,2,25-09-2012 08:30:00
0,5,2,25-09-2012 11:30:00
0,5,2,25-09-2012 16:00:00
0,6,4,25-09-2012 08:00:00
8,6,2,25-09-2012 10:00:00
